regime,mean_return,std_return,sharpe_ratio,n_periods,pct_positive,min_return,max_return
Rising,0.010803258139164027,0.04468882138098974,0.8374260679103048,47,0.6170212765957447,-0.08627667251815585,0.12477336788326121
Falling,0.0033446885929339326,0.05507406979926595,0.2103774280554383,56,0.6071428571428571,-0.15106592570774413,0.10741950329340333
