lag,f_statistic,pvalue
1,1.1612591097775091,0.28187408428544264
2,1.6190284170398261,0.19943679625518035
3,0.9042613831375436,0.43908492650641207
4,0.6970315382709588,0.5943838890460496
5,0.7032026843382622,0.6213300305621648
6,1.1185658228171225,0.35073768578144027
