regime,mean_return,std_return,sharpe_ratio,n_periods,pct_positive,min_return,max_return
Falling,0.01066908800835688,0.03739845760971124,0.988244097858165,189,0.6455026455026455,-0.14117930447474558,0.10914715443267098
Rising,0.00875409795244964,0.04839009654956461,0.6266795691365025,178,0.6573033707865169,-0.1651867081157845,0.12698332297333415
