lag,f_statistic,pvalue
1,1.7339465432158876,0.18867893011979628
2,1.829005941422194,0.16195480889045918
3,0.98701445567753,0.39884417473512934
4,0.7467935013517677,0.5606190953389145
5,2.3795715599452465,0.03821205513461144
6,2.446532181830936,0.024747083774312416
