regime,mean_return,std_return,sharpe_ratio,n_periods,pct_positive,min_return,max_return
Rising,0.01117012242657825,0.03824379324321158,1.0117835041393175,286,0.6748251748251748,-0.14117930447474558,0.10914715443267098
Falling,0.004619018373435806,0.052735604353418813,0.30341453755867726,106,0.5849056603773585,-0.1651867081157845,0.12698332297333415
